Page URL,Page type,Primary intent,Priority,Search volume,Has OG image,OG image path,Has Twitter image,Hero image path,Hero decorative,Hero alt text,Fix applied,Remaining recommendation
https://ultratextgen.com/usecase/before-after-emoji/,use case,use case,High,,yes,/assets/og/usecase-before-after-emoji.png,yes,/assets/hero/usecase-before-after-emoji.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/bio-font/discord/,use case,use case,High,,yes,/assets/og/usecase-bio-font-discord.png,yes,/assets/hero/usecase-bio-font-discord.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/bio-font/,use case,use case,High,,yes,/assets/og/usecase-bio-font.png,yes,/assets/hero/usecase-bio-font.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/bio-font/instagram/,use case,use case,High,,yes,/assets/og/usecase-bio-font-instagram.png,yes,/assets/hero/usecase-bio-font-instagram.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/clan-tag-generator/,use case,use case,High,,yes,/assets/og/fancy-text-generator-preview.png,yes,/assets/hero/usecase-clan-tag-generator.svg,yes,,OG triple completed; hero set decorative,Consider page-specific OG card
https://ultratextgen.com/usecase/comment-font/,use case,use case,High,,yes,/assets/og/usecase-comment-font.png,yes,/assets/hero/usecase-comment-font.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/emoji-combinations/,use case,use case,High,,yes,/assets/og/usecase-emoji-combinations.png,yes,/assets/hero/usecase-emoji-combinations.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/emoji-letters/,use case,use case,High,,yes,/assets/og/usecase-text-to-emoji.png,yes,/assets/hero/usecase-text-to-emoji.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/emoji-to-text/,use case,use case,High,,yes,/assets/og/usecase-text-to-emoji.png,yes,/assets/hero/usecase-text-to-emoji.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/football-font/,use case,use case,High,,yes,/assets/og/usecase-football-font.png,yes,/assets/hero/usecase-football-font.svg,yes,,OG present; hero set decorative,
https://ultratextgen.com/usecase/free-fire-guild-name-generator/,use case,use case,High,,yes,/assets/og/usecase-free-fire-guild-name-generator.png,yes,/assets/hero/usecase-free-fire-guild-name-generator.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/free-fire-name-generator/,use case,use case,High,,yes,/assets/og/usecase-free-fire-name-generator.png,yes,/assets/hero/usecase-free-fire-name-generator.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/,use case,use case,High,,yes,/assets/og/usecase.png,yes,/assets/hero/usecase.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/linkedin-headline/,use case,use case,High,,yes,/assets/og/usecase-linkedin-headline.png,yes,/assets/hero/usecase-linkedin-headline.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/nickname-generator/,use case,use case,High,,yes,/assets/og/usecase-nickname-generator.png,yes,/assets/hero/usecase-nickname-generator.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/old-english-translator/,use case,use case,High,,yes,/assets/og/usecase-old-english-translator.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/usecase/pirate-translator/,use case,use case,High,,yes,/assets/og/usecase-pirate-translator.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/usecase/repeat-text/,use case,use case,High,,yes,/assets/og/fancy-text-generator-preview.png,yes,,n/a,,OG triple completed,Consider page-specific OG card
https://ultratextgen.com/usecase/scrolling-text/,use case,use case,High,,yes,/assets/og/fancy-text-generator-preview.png,yes,,n/a,,OG triple completed,Consider page-specific OG card
https://ultratextgen.com/usecase/stylish-name/,use case,use case,High,,yes,/assets/og/usecase-stylish-name.png,yes,/assets/hero/usecase-stylish-name.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/tattoo-fonts/,use case,use case,High,,yes,/assets/og/usecase-tattoo-fonts.png,yes,/assets/hero/usecase-tattoo-fonts.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/text-to-emoji/,use case,use case,High,,yes,/assets/og/usecase-text-to-emoji.png,yes,/assets/hero/usecase-text-to-emoji.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/valorant-name-generator/,use case,use case,High,,yes,/assets/og/usecase-valorant-name-generator.png,yes,/assets/hero/usecase-valorant-name-generator.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/vertical-text/,use case,use case,High,,yes,/assets/og/usecase-vertical-text.png,yes,/assets/hero/usecase-vertical-text.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/usecase/zalgo-text/,use case,use case,High,,yes,/assets/og/usecase-zalgo-text.png,yes,/assets/hero/usecase-zalgo-text.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/can-you-search-fancy-text/,answer,answer,Medium,,yes,/assets/og/answers-can-you-search-fancy-text.png,yes,/assets/hero/answers-can-you-search-fancy-text.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/change-font-size-on-facebook/,answer,answer,Medium,,yes,/assets/og/answers-change-font-size-on-facebook.png,yes,/assets/hero/answers-change-font-size-on-facebook.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/cny-greetings-what-to-say/,answer,answer,Medium,,yes,/assets/og/answers-cny-greetings-what-to-say.png,yes,/assets/hero/answers-cny-greetings-what-to-say.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/discord-allowed-characters/,answer,answer,Medium,,yes,/assets/og/answers-discord-allowed-characters.png,yes,/assets/hero/answers-discord-allowed-characters.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/diwali-wishes-what-to-say/,answer,answer,Medium,,yes,/assets/og/answers-diwali-wishes-what-to-say.png,yes,/assets/hero/answers-diwali-wishes-what-to-say.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/do-fancy-fonts-work-on-iphone/,answer,answer,Medium,,yes,/assets/og/answers-do-fancy-fonts-work-on-iphone.png,yes,/assets/hero/answers-do-fancy-fonts-work-on-iphone.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/do-fancy-fonts-work-with-arabic/,answer,answer,Medium,,yes,/assets/og/answers-do-fancy-fonts-work-with-arabic.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/answers/do-fancy-fonts-work-with-vietnamese/,answer,answer,Medium,,yes,/assets/og/answers-do-fancy-fonts-work-with-vietnamese.png,yes,/assets/hero/answers-do-fancy-fonts-work-with-vietnamese.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/do-you-need-nitro-for-discord-fonts/,answer,answer,Medium,,yes,/assets/og/answers-do-you-need-nitro-for-discord-fonts.png,yes,/assets/hero/answers-do-you-need-nitro-for-discord-fonts.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/does-zalgo-work-on-roblox/,answer,answer,Medium,,yes,/assets/og/answers-does-zalgo-work-on-roblox.png,yes,/assets/hero/answers-does-zalgo-work-on-roblox.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/eid-mubarak-meaning-and-reply/,answer,answer,Medium,,yes,/assets/og/answers-eid-mubarak-meaning-and-reply.png,yes,/assets/hero/answers-eid-mubarak-meaning-and-reply.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/fancy-text-with-n-and-accented-letters/,answer,answer,Medium,,yes,/assets/og/answers-fancy-text-with-n-and-accented-letters.png,yes,/assets/hero/answers-fancy-text-with-n-and-accented-letters.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/fathers-day-messages-what-to-write/,answer,answer,Medium,,yes,/assets/og/answers-fathers-day-messages-what-to-write.png,yes,/assets/hero/answers-fathers-day-messages-what-to-write.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/halloween-messages-what-to-write/,answer,answer,Medium,,yes,/assets/og/answers-halloween-messages-what-to-write.png,yes,/assets/hero/answers-halloween-messages-what-to-write.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/happy-new-year-wishes-what-to-write/,answer,answer,Medium,,yes,/assets/og/answers-happy-new-year-wishes-what-to-write.png,yes,/assets/hero/answers-happy-new-year-wishes-what-to-write.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/how-to-change-discord-username/,answer,answer,Medium,,yes,/assets/og/answers-how-to-change-discord-username.png,yes,/assets/hero/answers-how-to-change-discord-username.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/how-to-change-instagram-username/,answer,answer,Medium,,yes,/assets/og/answers-how-to-change-instagram-username.png,yes,/assets/hero/answers-how-to-change-instagram-username.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/how-to-change-roblox-username/,answer,answer,Medium,,yes,/assets/og/answers-how-to-change-roblox-username.png,yes,/assets/hero/answers-how-to-change-roblox-username.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/how-to-change-tiktok-username/,answer,answer,Medium,,yes,/assets/og/answers-how-to-change-tiktok-username.png,yes,/assets/hero/answers-how-to-change-tiktok-username.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/how-to-make-a-blank-name/,answer,answer,Medium,,yes,/assets/og/answers-how-to-make-a-blank-name.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/answers/how-to-make-big-text-in-discord/,answer,answer,Medium,,yes,/assets/og/answers-how-to-make-big-text-in-discord.png,yes,/assets/hero/answers-how-to-make-big-text-in-discord.svg,yes,,OG present; hero set decorative,
https://ultratextgen.com/answers/how-to-make-bold-text-in-discord/,answer,answer,Medium,,yes,/assets/og/answers-how-to-make-bold-text-in-discord.png,yes,/assets/hero/answers-how-to-make-bold-text-in-discord.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/how-to-remove-zalgo-text/,answer,answer,Medium,,yes,/assets/og/answers-how-to-remove-zalgo-text.png,yes,/assets/hero/answers-how-to-remove-zalgo-text.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/how-to-type-kaomoji/,answer,answer,Medium,,yes,/assets/og/answers-how-to-type-kaomoji.png,yes,/assets/hero/answers-how-to-type-kaomoji.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/how-to-uncover-redacted-text/,answer,answer,Medium,,yes,/assets/og/answers-how-to-uncover-redacted-text.png,yes,/assets/hero/answers-how-to-uncover-redacted-text.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/how-to-underline-in-discord/,answer,answer,Medium,,yes,/assets/og/answers-how-to-underline-in-discord.png,yes,/assets/hero/answers-how-to-underline-in-discord.svg,yes,,OG present; hero set decorative,
https://ultratextgen.com/answers/,answer,answer,Medium,,yes,/assets/og/answers.png,yes,/assets/hero/answers.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/is-fancy-text-bad-for-accessibility/,answer,answer,Medium,,yes,/assets/og/answers-is-fancy-text-bad-for-accessibility.png,yes,/assets/hero/answers-is-fancy-text-bad-for-accessibility.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/is-fancy-text-bad-for-seo/,answer,answer,Medium,,yes,/assets/og/answers-is-fancy-text-bad-for-seo.png,yes,/assets/hero/answers-is-fancy-text-bad-for-seo.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/is-linkedin-bold-text-safe/,answer,answer,Medium,,yes,/assets/og/answers-is-linkedin-bold-text-safe.png,yes,/assets/hero/answers-is-linkedin-bold-text-safe.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/is-zalgo-text-safe/,answer,answer,Medium,,yes,/assets/og/answers-is-zalgo-text-safe.png,yes,/assets/hero/answers-is-zalgo-text-safe.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/merry-christmas-in-different-languages/,answer,answer,Medium,,yes,/assets/og/answers-merry-christmas-in-different-languages.png,yes,/assets/hero/answers-merry-christmas-in-different-languages.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/mothers-day-messages-what-to-write/,answer,answer,Medium,,yes,/assets/og/answers-mothers-day-messages-what-to-write.png,yes,/assets/hero/answers-mothers-day-messages-what-to-write.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/valentines-day-messages-what-to-write/,answer,answer,Medium,,yes,/assets/og/answers-valentines-day-messages-what-to-write.png,yes,/assets/hero/answers-valentines-day-messages-what-to-write.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-does-o7-mean/,answer,answer,Medium,,yes,/assets/og/answers-what-does-o7-mean.png,yes,/assets/hero/answers-what-does-o7-mean.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-does-owo-mean/,answer,answer,Medium,,yes,/assets/og/answers-what-does-owo-mean.png,yes,/assets/hero/answers-what-does-owo-mean.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-does-uwu-mean/,answer,answer,Medium,,yes,/assets/og/answers-what-does-uwu-mean.png,yes,/assets/hero/answers-what-does-uwu-mean.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-does-xd-mean/,answer,answer,Medium,,yes,/assets/og/answers-what-does-xd-mean.png,yes,/assets/hero/answers-what-does-xd-mean.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-font-does-discord-use/,answer,answer,Medium,,yes,/assets/og/answers-what-font-does-discord-use.png,yes,/assets/hero/answers-what-font-does-discord-use.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-font-does-facebook-use/,answer,answer,Medium,,yes,/assets/og/answers-what-font-does-facebook-use.png,yes,/assets/hero/answers-what-font-does-facebook-use.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-font-does-instagram-use/,answer,answer,Medium,,yes,/assets/og/answers-what-font-does-instagram-use.png,yes,/assets/hero/answers-what-font-does-instagram-use.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-font-does-linkedin-use/,answer,answer,Medium,,yes,/assets/og/answers-what-font-does-linkedin-use.png,yes,/assets/hero/answers-what-font-does-linkedin-use.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-font-does-roblox-use/,answer,answer,Medium,,yes,/assets/og/answers-what-font-does-roblox-use.png,yes,/assets/hero/answers-what-font-does-roblox-use.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-font-does-snapchat-use/,answer,answer,Medium,,yes,/assets/og/answers-what-font-does-snapchat-use.png,yes,/assets/hero/answers-what-font-does-snapchat-use.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-font-does-tiktok-use/,answer,answer,Medium,,yes,/assets/og/answers-what-font-does-tiktok-use.png,yes,/assets/hero/answers-what-font-does-tiktok-use.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-font-does-twitter-use/,answer,answer,Medium,,yes,/assets/og/answers-what-font-does-twitter-use.png,yes,/assets/hero/answers-what-font-does-twitter-use.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-font-does-youtube-use/,answer,answer,Medium,,yes,/assets/og/answers-what-font-does-youtube-use.png,yes,/assets/hero/answers-what-font-does-youtube-use.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-is-a-tiktok-handle/,answer,answer,Medium,,yes,/assets/og/answers-what-is-a-tiktok-handle.png,yes,/assets/hero/answers-what-is-a-tiktok-handle.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-is-ascii/,answer,answer,Medium,,yes,/assets/og/answers-what-is-ascii.png,yes,/assets/hero/answers-what-is-ascii.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/what-is-kaomoji/,answer,answer,Medium,,yes,/assets/og/answers-what-is-kaomoji.png,yes,/assets/hero/answers-what-is-kaomoji.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/where-do-fancy-fonts-work-username-vs-display-name/,answer,answer,Medium,,yes,/assets/og/answers-where-do-fancy-fonts-work-username-vs-display-name.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/answers/why-does-copied-fancy-text-lose-formatting/,answer,answer,Medium,,yes,/assets/og/answers-why-does-copied-fancy-text-lose-formatting.png,yes,/assets/hero/answers-why-does-copied-fancy-text-lose-formatting.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/why-fancy-text-looks-different-on-iphone-vs-android/,answer,answer,Medium,,yes,/assets/og/answers-why-fancy-text-looks-different-on-iphone-vs-android.png,yes,/assets/hero/answers-why-fancy-text-looks-different-on-iphone-vs-android.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/why-fancy-text-removes-accents/,answer,answer,Medium,,yes,/assets/og/answers-why-fancy-text-removes-accents.png,yes,/assets/hero/answers-why-fancy-text-removes-accents.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/why-is-my-name-showing-as-boxes/,answer,answer,Medium,,yes,/assets/og/answers-why-is-my-name-showing-as-boxes.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/answers/why-was-my-game-name-rejected/,answer,answer,Medium,,yes,/assets/og/answers-why-was-my-game-name-rejected.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/answers/why-wont-discord-accept-fancy-username/,answer,answer,Medium,,yes,/assets/og/answers-why-wont-discord-accept-fancy-username.png,yes,/assets/hero/answers-why-wont-discord-accept-fancy-username.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/answers/why-wont-instagram-accept-my-fancy-username/,answer,answer,Medium,,yes,/assets/og/answers-why-wont-instagram-accept-my-fancy-username.png,yes,/assets/hero/answers-why-wont-instagram-accept-my-fancy-username.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/answers/insha-ism-farigh/,localized,localized,Medium,,yes,/assets/og/answers-how-to-make-a-blank-name.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/ar/answers/ism-mustakhdim-am-ism-zahir/,localized,localized,Medium,,yes,/assets/og/answers-where-do-fancy-fonts-work-username-vs-display-name.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/ar/answers/sabab-rafd-ism-allaeba/,localized,localized,Medium,,yes,/assets/og/answers-why-was-my-game-name-rejected.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/ar/answers/zuhoor-alism-murabbaat/,localized,localized,Medium,,yes,/assets/og/answers-why-is-my-name-showing-as-boxes.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/ar/guide/amaken-khutut-discord/,localized,localized,Medium,,yes,/assets/og/ar-guide-amaken-khutut-discord.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/ar/guide/,localized,localized,Medium,,yes,/assets/og/ar-guide.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/ar/guide/ism-discord-amin/,localized,localized,Medium,,yes,/assets/og/ar-guide-ism-discord-amin.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/ar/guide/tanseeq-nusus-discord/,localized,localized,Medium,,yes,/assets/og/ar-guide-tanseeq-nusus-discord.png,yes,,n/a,,OG triple completed,
https://ultratextgen.com/ar/,localized,localized,Medium,,yes,/assets/og/ar.png,yes,/assets/hero/ar.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/khat-snapchat/,localized,localized,Medium,,yes,/assets/og/ar-khat-snapchat.png,yes,/assets/hero/ar-khat-snapchat.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/animal-emojis/,localized,localized,Medium,,yes,/assets/og/ar-library-animal-emojis.png,yes,/assets/hero/ar-library-animal-emojis.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/arrow-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-arrow-symbols.png,yes,/assets/hero/ar-library-arrow-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/bracket-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-bracket-symbols.png,yes,/assets/hero/ar-library-bracket-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/bullet-point-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-bullet-point-symbols.png,yes,/assets/hero/ar-library-bullet-point-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/cross-x-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-cross-x-symbols.png,yes,/assets/hero/ar-library-cross-x-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/crown-royalty-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-crown-royalty-symbols.png,yes,/assets/hero/ar-library-crown-royalty-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/currency-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-currency-symbols.png,yes,/assets/hero/ar-library-currency-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/discord-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-discord-symbols.png,yes,/assets/hero/ar-library-discord-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/emoji-combos/,localized,localized,Medium,,yes,/assets/og/ar-library-emoji-combos.png,yes,/assets/hero/ar-library-emoji-combos.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/emoji-flags/,localized,localized,Medium,,yes,/assets/og/ar-library-emoji-flags.png,yes,/assets/hero/ar-library-emoji-flags.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/facebook-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-facebook-symbols.png,yes,/assets/hero/ar-library-facebook-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/flower-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-flower-symbols.png,yes,/assets/hero/ar-library-flower-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/fraction-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-fraction-symbols.png,yes,/assets/hero/ar-library-fraction-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/greek-letter-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-greek-letter-symbols.png,yes,/assets/hero/ar-library-greek-letter-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/heart-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-heart-symbols.png,yes,/assets/hero/ar-library-heart-symbols.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/,localized,localized,Medium,,yes,/assets/og/ar-library.png,yes,/assets/hero/ar-library.svg,yes,,OG triple completed; hero set decorative,
https://ultratextgen.com/ar/library/islamic-symbols/,localized,localized,Medium,,yes,/assets/og/ar-library-islamic-symbols.png,yes,/assets/hero/ar-library-islamic-symbols.svg,yes,,OG triple completed; hero set decorative,
