slug,image_path,width,height,board,pin_title,pin_description,pin_keywords,pin_alt_text,destination_url,utm_destination_url
symbole-carre-cube,assets/pinterest/fr_clavier/symbole-carre-cube.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Carré & Cube (² ³) — Comment les Taper,"Comment taper le symbole carré & cube (² ³) au clavier — Alt+0178 / Alt+0179. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole carré clavier, exposant clavier, symbole cube clavier",Pin vertical en français : symbole Carré & Cube (² ³) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-carre-cube/,https://ultratextgen.com/fr/symbol/symbole-carre-cube/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-carre-cube
symbole-marque-deposee,assets/pinterest/fr_clavier/symbole-marque-deposee.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Marque Déposée (® ™) — Copier-Coller,"Comment taper le symbole marque déposée (® ™) au clavier — Alt+0174 / Alt+0153. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole marque déposée, symbole trademark clavier",Pin vertical en français : symbole Marque Déposée (® ™) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-marque-deposee/,https://ultratextgen.com/fr/symbol/symbole-marque-deposee/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-marque-deposee
symbole-racine-carree,assets/pinterest/fr_clavier/symbole-racine-carree.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Racine Carrée (√) — Copier-Coller,"Comment taper le symbole racine carrée (√) au clavier — Alt+251 — copier-coller. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole racine carrée, symbole racine carré clavier",Pin vertical en français : symbole Racine Carrée (√) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-racine-carree/,https://ultratextgen.com/fr/symbol/symbole-racine-carree/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-racine-carree
symbole-fleche-bas,assets/pinterest/fr_clavier/symbole-fleche-bas.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Flèche vers le Bas (↓) — Tous les Styles de Flèches,"Comment taper le symbole flèche vers le bas (↓) au clavier — Alt+25 — copier-coller. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","flèche bas clavier, symbole flèche copier coller",Pin vertical en français : symbole Flèche vers le Bas (↓) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-fleche-bas/,https://ultratextgen.com/fr/symbol/symbole-fleche-bas/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-fleche-bas
symbole-division,assets/pinterest/fr_clavier/symbole-division.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Division (÷) — Copier-Coller Gratuit,"Comment taper le symbole division (÷) au clavier — Alt+0247. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole division clavier, signe division",Pin vertical en français : symbole Division (÷) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-division/,https://ultratextgen.com/fr/symbol/symbole-division/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-division
symbole-euro,assets/pinterest/fr_clavier/symbole-euro.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Euro (€) — Comment le Taper au Clavier,"Comment taper le symbole euro (€) au clavier — AltGr+E (AZERTY). Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","signe euro sur clavier, euro clavier",Pin vertical en français : symbole Euro (€) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-euro/,https://ultratextgen.com/fr/symbol/symbole-euro/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-euro
symbole-arobase,assets/pinterest/fr_clavier/symbole-arobase.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Arobase (@) — Comment le Taper au Clavier,"Comment taper le symbole arobase (@) au clavier — AltGr+0 (AZERTY). Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","arobase clavier, symbole arobase azerty",Pin vertical en français : symbole Arobase (@) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-arobase/,https://ultratextgen.com/fr/symbol/symbole-arobase/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-arobase
symbole-fleche-droite,assets/pinterest/fr_clavier/symbole-fleche-droite.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Flèche vers la Droite (→) — Copier-Coller Gratuit,"Comment taper le symbole flèche vers la droite (→) au clavier — Alt+26 — copier-coller. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","flèche droite clavier, symbole flèche copier coller",Pin vertical en français : symbole Flèche vers la Droite (→) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-fleche-droite/,https://ultratextgen.com/fr/symbol/symbole-fleche-droite/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-fleche-droite
tiret-cadratin,assets/pinterest/fr_clavier/tiret-cadratin.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Tiret Cadratin (—) — Comment le Taper au Clavier,"Comment taper le symbole tiret cadratin (—) au clavier — Alt+0151. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","tiret cadratin clavier, tiret long clavier",Pin vertical en français : symbole Tiret Cadratin (—) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/tiret-cadratin/,https://ultratextgen.com/fr/symbol/tiret-cadratin/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=tiret-cadratin
symbole-inferieur-superieur,assets/pinterest/fr_clavier/symbole-inferieur-superieur.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Inférieur ou Égal (≤ ≥) — Copier-Coller,"Comment taper le symbole inférieur ou égal / supérieur ou égal (≤ ≥) au clavier — Alt+8804 / Alt+8805. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole inférieur ou égal, symbole supérieur ou égal",Pin vertical en français : symbole Inférieur ou Égal / Supérieur ou Égal (≤ ≥) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-inferieur-superieur/,https://ultratextgen.com/fr/symbol/symbole-inferieur-superieur/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-inferieur-superieur
symbole-anarchie,assets/pinterest/fr_clavier/symbole-anarchie.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Anarchie (Ⓐ) — Copier-Coller Gratuit,"Comment taper le symbole anarchie (Ⓐ) au clavier — Copier-coller — pas de raccourci clavier standard. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole anarchie, logo anarchie copier coller",Pin vertical en français : symbole Anarchie (Ⓐ) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-anarchie/,https://ultratextgen.com/fr/symbol/symbole-anarchie/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-anarchie
symbole-degre,assets/pinterest/fr_clavier/symbole-degre.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Degré (°) — Comment le Taper au Clavier,"Comment taper le symbole degré (°) au clavier — Alt+0176. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole degré clavier, signe degré",Pin vertical en français : symbole Degré (°) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-degre/,https://ultratextgen.com/fr/symbol/symbole-degre/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-degre
point-interrogation-inverse,assets/pinterest/fr_clavier/point-interrogation-inverse.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Point d'Interrogation Inversé (¿) — Copier-Coller,"Comment taper le symbole point d'interrogation inversé (¿) au clavier — Alt+0191. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","point interrogation inversé, point interrogation espagnol",Pin vertical en français : symbole Point d'Interrogation Inversé (¿) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/point-interrogation-inverse/,https://ultratextgen.com/fr/symbol/point-interrogation-inverse/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=point-interrogation-inverse
symbole-fleche-gauche,assets/pinterest/fr_clavier/symbole-fleche-gauche.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Flèche vers la Gauche (←) — Copier-Coller Gratuit,"Comment taper le symbole flèche vers la gauche (←) au clavier — Alt+27 — copier-coller. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.",flèche gauche clavier,Pin vertical en français : symbole Flèche vers la Gauche (←) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-fleche-gauche/,https://ultratextgen.com/fr/symbol/symbole-fleche-gauche/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-fleche-gauche
symbole-won,assets/pinterest/fr_clavier/symbole-won.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Won (₩) — Comment le Taper au Clavier,"Comment taper le symbole won (₩) au clavier — Alt+8361 — copier-coller. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole won clavier, signe won coréen",Pin vertical en français : symbole Won (₩) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-won/,https://ultratextgen.com/fr/symbol/symbole-won/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-won
croix-orthodoxe,assets/pinterest/fr_clavier/croix-orthodoxe.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Croix Orthodoxe (☦) — Copier-Coller Gratuit,"Comment taper le symbole croix orthodoxe (☦) au clavier — Copier-coller — pas de raccourci clavier standard. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","croix orthodoxe symbole, symbole religieux copier coller",Pin vertical en français : symbole Croix Orthodoxe (☦) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/croix-orthodoxe/,https://ultratextgen.com/fr/symbol/croix-orthodoxe/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=croix-orthodoxe
symbole-croix,assets/pinterest/fr_clavier/symbole-croix.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Croix (✝) — Copier-Coller Gratuit,"Comment taper le symbole croix (✝) au clavier — Copier-coller — pas de raccourci clavier standard. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole croix, croix chrétienne symbole",Pin vertical en français : symbole Croix (✝) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-croix/,https://ultratextgen.com/fr/symbol/symbole-croix/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-croix
symbole-copyright,assets/pinterest/fr_clavier/symbole-copyright.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Copyright (©) — Comment le Taper au Clavier,"Comment taper le symbole copyright (©) au clavier — Alt+0169. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole copyright clavier, signe copyright",Pin vertical en français : symbole Copyright (©) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-copyright/,https://ultratextgen.com/fr/symbol/symbole-copyright/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-copyright
symbole-cent,assets/pinterest/fr_clavier/symbole-cent.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Cent (¢) — Comment le Taper au Clavier,"Comment taper le symbole cent (¢) au clavier — Alt+0162. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole cent clavier, signe cent dollar",Pin vertical en français : symbole Cent (¢) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-cent/,https://ultratextgen.com/fr/symbol/symbole-cent/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-cent
symbole-danger-biologique,assets/pinterest/fr_clavier/symbole-danger-biologique.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Danger Biologique (☣) — Copier-Coller,"Comment taper le symbole danger biologique (☣) au clavier — Copier-coller — pas de raccourci clavier standard. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole danger biologique, symbole biohazard",Pin vertical en français : symbole Danger Biologique (☣) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-danger-biologique/,https://ultratextgen.com/fr/symbol/symbole-danger-biologique/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-danger-biologique
symbole-yen,assets/pinterest/fr_clavier/symbole-yen.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Yen (¥) — Comment le Taper au Clavier,"Comment taper le symbole yen (¥) au clavier — Alt+0165. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole yen clavier, signe yen japonais",Pin vertical en français : symbole Yen (¥) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-yen/,https://ultratextgen.com/fr/symbol/symbole-yen/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-yen
symbole-recyclage,assets/pinterest/fr_clavier/symbole-recyclage.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Recyclage (♻) — Copier-Coller Gratuit,"Comment taper le symbole recyclage (♻) au clavier — Copier-coller — pas de raccourci clavier standard. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole recyclage, logo recyclage copier coller",Pin vertical en français : symbole Recyclage (♻) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-recyclage/,https://ultratextgen.com/fr/symbol/symbole-recyclage/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-recyclage
symbole-sigma,assets/pinterest/fr_clavier/symbole-sigma.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Sigma (Σ) — Copier-Coller Gratuit,"Comment taper le symbole sigma (Σ) au clavier — Alt+228 — copier-coller. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole sigma clavier, lettre grecque sigma",Pin vertical en français : symbole Sigma (Σ) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-sigma/,https://ultratextgen.com/fr/symbol/symbole-sigma/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-sigma
symbole-livre-sterling,assets/pinterest/fr_clavier/symbole-livre-sterling.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Livre Sterling (£) — Comment le Taper,"Comment taper le symbole livre sterling (£) au clavier — Alt+0163. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole livre sterling clavier, signe livre anglaise",Pin vertical en français : symbole Livre Sterling (£) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-livre-sterling/,https://ultratextgen.com/fr/symbol/symbole-livre-sterling/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-livre-sterling
symbole-pentagramme,assets/pinterest/fr_clavier/symbole-pentagramme.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Pentagramme (⛧) — Copier-Coller Gratuit,"Comment taper le symbole pentagramme (⛧) au clavier — Copier-coller — pas de raccourci clavier standard. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole pentagramme, pentagramme copier coller",Pin vertical en français : symbole Pentagramme (⛧) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-pentagramme/,https://ultratextgen.com/fr/symbol/symbole-pentagramme/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-pentagramme
symbole-roupie,assets/pinterest/fr_clavier/symbole-roupie.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Roupie (₹) — Comment le Taper au Clavier,"Comment taper le symbole roupie (₹) au clavier — Alt+8377 — copier-coller. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole roupie clavier, signe roupie indienne",Pin vertical en français : symbole Roupie (₹) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-roupie/,https://ultratextgen.com/fr/symbol/symbole-roupie/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-roupie
symbole-fleche-haut,assets/pinterest/fr_clavier/symbole-fleche-haut.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Flèche vers le Haut (↑) — Copier-Coller Gratuit,"Comment taper le symbole flèche vers le haut (↑) au clavier — Alt+24 — copier-coller. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.",flèche haut clavier,Pin vertical en français : symbole Flèche vers le Haut (↑) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-fleche-haut/,https://ultratextgen.com/fr/symbol/symbole-fleche-haut/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-fleche-haut
etoile-de-david,assets/pinterest/fr_clavier/etoile-de-david.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Étoile de David (✡) — Copier-Coller Gratuit,"Comment taper le symbole étoile de david (✡) au clavier — Copier-coller — pas de raccourci clavier standard. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","étoile de david symbole, symbole religieux juif",Pin vertical en français : symbole Étoile de David (✡) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/etoile-de-david/,https://ultratextgen.com/fr/symbol/etoile-de-david/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=etoile-de-david
symbole-lilith,assets/pinterest/fr_clavier/symbole-lilith.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Lilith (⚸) — Copier-Coller Gratuit,"Comment taper le symbole lilith (⚸) au clavier — Copier-coller — pas de raccourci clavier standard. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole lilith, lilith noire astrologie",Pin vertical en français : symbole Lilith (⚸) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-lilith/,https://ultratextgen.com/fr/symbol/symbole-lilith/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-lilith
symbole-celsius,assets/pinterest/fr_clavier/symbole-celsius.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Celsius (℃) — Comment le Taper au Clavier,"Comment taper le symbole celsius (℃) au clavier — Alt+8451 — copier-coller. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole celsius clavier, degré celsius symbole",Pin vertical en français : symbole Celsius (℃) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-celsius/,https://ultratextgen.com/fr/symbol/symbole-celsius/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-celsius
symbole-congruent,assets/pinterest/fr_clavier/symbole-congruent.png,1000,1500,Symboles Clavier — Comment Faire Chaque Symbole ✨,Symbole Congruent (≅) — Copier-Coller Gratuit,"Comment taper le symbole congruent (≅) au clavier — Alt+8773 — copier-coller. Ou copie-le directement sur UltraTextGen, gratuit et sans appli.","symbole congruent, signe congruence mathématique",Pin vertical en français : symbole Congruent (≅) — raccourci clavier et copier-coller depuis UltraTextGen.,https://ultratextgen.com/fr/symbol/symbole-congruent/,https://ultratextgen.com/fr/symbol/symbole-congruent/?utm_source=pinterest&utm_medium=social&utm_campaign=fr_clavier_pins&utm_content=symbole-congruent
